aid,uid,label
2066,32741917,1
70,63260400,-1
1291,78214827,-1
1918,2567117,-1
1119,17823525,1
1622,43535763,-1
1468,28401416,-1
70,9732261,-1
404,14511826,-1
1714,508925,-1
1749,24564968,1
1291,20779339,1
1379,8274189,-1
191,32953141,-1
519,63212230,-1
561,75340737,-1
966,16124070,-1
1468,751600,1
692,80939895,-1
1596,30589432,-1
1468,62795023,-1
1291,62658517,-1
1119,51880219,1
1338,78783031,1
1291,81587315,-1
1940,79932472,-1
1201,5415706,-1
1291,4305893,-1
692,33156797,-1
914,2039444,-1
1140,72248271,-1
692,79537752,-1
311,5943200,-1
70,61974406,-1
369,1190240,-1
1599,43325013,-1
136,61653722,-1
1201,49314200,-1
916,35755333,-1
692,54615336,1
692,53094985,-1
2066,11399342,-1
1379,13649806,-1
1119,72574983,-1
1827,81349515,-1
1749,80189126,-1
846,56927621,-1
1377,27973191,-1
699,52469327,-1
164,65750979,-1
1085,72805183,-1
1202,16494310,-1
70,68027727,-1
699,43606632,-1
389,55630388,-1
117,50922655,-1
2054,15291281,-1
1957,30457688,-1
692,25470712,-1
1254,27972561,-1
411,11285719,-1
846,2677291,-1
1119,1368523,-1
7,51368064,-1
1379,49984620,-1
692,2173749,-1
543,44839410,-1
411,8066402,-1
191,27665910,-1
1468,22774910,-1
411,3767042,-1
1530,38422741,-1
411,35472091,-1
1317,11075260,-1
411,12143298,-1
117,5917591,-1
113,23219277,-1
1119,75544724,-1
1635,66119885,-1
1918,36152971,-1
939,56508538,-1
561,35328012,-1
1918,21734546,-1
1566,51267675,-1
231,79081557,-1
2044,65978958,-1
853,44623703,-1
1429,66761246,-1
686,22347786,-1
692,23071767,-1
561,70808979,-1
1496,4162030,-1
543,41840893,-1
914,50721207,1
1468,32241111,-1
1503,29553704,-1
1017,39198066,-1
231,37831967,-1
411,76445962,-1
369,52211913,-1
914,22539282,-1
311,36170108,-1
336,35249500,-1
2205,24781351,-1
1415,5399133,-1
121,46024492,-1
699,41390081,-1
1291,67528911,-1
692,76266391,-1
1119,30027762,-1
1728,1207497,-1
692,12824305,-1
191,56594734,-1
1819,63876343,-1
191,56263200,-1
692,69850934,-1
1503,22793500,-1
1714,48780506,-1
411,15747662,-1
1671,33281849,-1
389,44137996,-1
1468,41247537,-1
302,6346669,-1
1530,68118959,-1
1017,8141307,-1
692,30912771,-1
411,22569090,-1
692,6438038,-1
411,53994631,-1
369,22812873,-1
1530,16333022,1
191,26165144,-1
117,28402055,-1
561,23236593,-1
191,49795362,-1
2044,67583590,-1
1119,54759031,-1
411,10038060,-1
2201,7186717,-1
1017,74327967,-1
206,43921764,-1
411,49131229,-1
1918,82387056,-1
1483,39674423,-1
1468,45410890,-1
1596,18026920,-1
70,8083069,-1
2068,50705328,-1
272,34795253,-1
846,39665678,-1
1714,14873539,-1
886,40427018,-1
70,63813435,-1
1291,13913559,-1
1379,5694132,-1
561,27448767,-1
692,692346,-1
1566,20797245,-1
1291,8184874,-1
846,75399309,-1
136,17762928,-1
792,55521887,-1
1017,81430279,-1
7,79293062,-1
1201,61392350,-1
2044,59246375,-1
1254,51756415,-1
1781,52469976,-1
1407,5392514,-1
191,29670136,-1
1530,36983494,-1
916,58688094,-1
136,69105798,1
1605,27273598,-1
369,81048596,-1
411,37819029,-1
432,57359328,-1
1468,6852099,-1
692,10588461,-1
1291,80698328,-1
411,21024230,-1
846,302357,-1
1468,15450468,-1
1918,42176180,-1
1215,55129174,-1
1284,37419846,-1
561,7516746,-1
1017,41617631,-1
688,63803527,-1
191,21520392,-1
1379,64470001,-1
1596,16951589,-1
1728,60476901,-1
1468,5577205,-1
1119,57379475,-1
411,51262354,-1
1596,41692916,1
1605,69355025,-1
916,4337622,-1
173,36980481,-1
1202,35067995,-1
1728,16064875,-1
7,6022095,-1
688,2226812,-1
561,80989985,-1
1827,17683701,-1
1468,27958134,1
1119,13482378,-1
914,48949702,-1
692,20566368,1
1918,81238352,-1
12,48049147,-1
1291,36152067,-1
692,68384444,-1
1925,58420846,-1
686,14722737,-1
561,24357691,-1
1566,21142573,-1
117,4132776,-1
529,60795750,-1
191,76292476,-1
1566,30589953,-1
2068,59388114,-1
1496,11521742,-1
1379,36758043,-1
2112,66162995,-1
1017,67807195,-1
389,11744332,-1
436,39155896,-1
939,13318117,-1
727,78809033,-1
1202,30941413,-1
1023,43204619,-1
1596,73312937,-1
1950,21700290,-1
70,58609945,-1
1415,39505716,-1
411,73263130,-1
692,80231297,-1
2118,15486807,-1
529,76270557,-1
748,80944735,-1
302,36480303,-1
1415,29058992,-1
1291,40216819,-1
1119,60190314,-1
1940,13175008,-1
411,72000502,-1
692,53644711,-1
1468,73425416,-1
1530,46096989,-1
1119,8454293,-1
692,8495562,-1
692,18271937,1
561,6640061,1
692,59105243,-1
1119,35326007,-1
2205,18323200,-1
960,15765291,1
1379,14081616,-1
1622,80640723,1
12,80198902,-1
692,3868130,-1
1728,3259059,-1
1566,22046909,-1
748,29501138,-1
411,19281748,-1
1201,67328061,-1
692,2952758,-1
1749,69695353,-1
1749,58240218,-1
1415,59387079,-1
311,30906811,-1
1291,46246200,-1
2169,75816806,-1
191,728170,-1
692,6778511,1
1483,54774880,-1
692,61585424,-1
2048,20145707,-1
1415,30951820,-1
561,15748906,-1
369,57629288,-1
846,73461989,-1
1468,53927697,-1
1429,46766418,-1
692,3876233,-1
389,43981420,-1
369,56329276,-1
2031,14179722,-1
1468,46657171,-1
692,38949194,-1
1468,45874836,-1
916,2932859,-1
1827,58231119,-1
1119,34123473,-1
311,68971830,-1
1827,39713023,-1
191,60482083,-1
1119,18640541,-1
1841,28370620,-1
853,80617434,-1
1672,44913280,-1
692,53682001,-1
1468,12854072,-1
1566,20498963,-1
692,54165233,-1
1749,45232860,-1
1415,35258063,-1
302,1207051,-1
692,45896282,-1
1119,65333998,-1
1119,47232804,-1
2031,27764635,-1
1566,53286288,-1
1468,76356878,-1
1291,75302930,-1
914,29469445,-1
1622,19845039,-1
1415,260118,-1
1530,9761252,-1
1119,8783824,-1
1950,3284245,-1
748,22182076,-1
2013,25117312,-1
136,36931309,-1
191,16411881,-1
1566,31749047,-1
389,74067386,-1
231,65428921,-1
1291,7910351,-1
2031,58706775,-1
1728,30397176,-1
1566,19246525,-1
136,4810361,1
1605,54769831,-1
411,28943620,-1
389,35808672,-1
1749,23167575,-1
692,20205568,-1
389,71872667,-1
914,53797896,-1
1291,79747806,-1
1291,5302288,-1
1716,68000533,-1
1468,80898,-1
1635,12194578,-1
117,68622930,1
164,20104724,-1
916,25431121,-1
454,61205025,-1
692,15322430,-1
389,3775108,-1
2118,67529521,-1
1468,21136186,-1
1827,80943231,-1
1017,3988436,-1
1335,68499102,-1
927,59975201,-1
1468,59894047,-1
1605,42356443,-1
1468,27209620,-1
411,79627710,-1
2031,13774504,-1
1021,67714620,-1
286,8733446,-1
1379,3037286,-1
692,32465645,-1
411,51363907,-1
117,58914360,-1
1728,43614274,-1
389,17638963,-1
191,74758,-1
1119,49046728,-1
121,23706669,-1
1379,30906776,-1
692,50540222,-1
389,19199002,-1
191,60700734,-1
18,28427726,-1
1605,64455418,-1
1375,40523874,-1
692,30061488,-1
1291,35746170,-1
1940,27420060,-1
914,10897811,-1
562,4893128,-1
369,79571399,-1
1415,73386594,-1
671,59267963,-1
561,13479111,-1
173,61716070,-1
692,10539156,-1
1119,10520765,-1
692,59596068,-1
74,8219513,-1
74,24766678,-1
70,30966127,-1
1377,77022837,-1
1415,62274524,-1
561,52610646,-1
1119,27325563,-1
846,81423634,-1
1827,77830059,-1
2013,1464509,-1
792,72028888,-1
727,17283299,-1
725,16689305,-1
411,44619658,-1
191,65506002,-1
1415,78593909,-1
191,48281229,-1
1596,48323151,-1
1950,67621615,-1
846,65424606,-1
916,25817533,-1
1904,32652938,-1
2013,79610925,-1
369,41057700,-1
1338,81229610,-1
1468,24196240,-1
206,81025311,-1
173,53171469,-1
692,46045027,-1
1749,54778276,-1
2118,24166906,-1
1044,51723531,-1
914,41548365,-1
2118,68307690,-1
1284,62578797,-1
1468,64234787,-1
1291,67705227,-1
1254,58719947,-1
2031,44615669,-1
1950,16000645,-1
846,45091365,-1
1379,16419471,-1
1918,82269774,-1
7,5646096,-1
173,65724909,-1
411,27986375,-1
2013,846518,-1
1119,51982083,-1
411,639286,-1
2205,8769664,-1
692,30918922,-1
1894,40625703,-1
1530,43817058,-1
1566,34559997,-1
1605,80800279,-1
206,53151917,-1
404,51143885,-1
1918,36614987,-1
411,46394018,-1
1415,45948678,-1
2013,27937798,-1
1277,71029237,-1
1468,49023550,-1
692,28311248,-1
302,75246285,-1
748,69077757,-1
369,40927160,-1
1107,28654838,-1
1728,81384927,-1
1119,57842557,-1
1140,503957,-1
561,49481033,-1
966,7629351,-1
136,17458333,-1
692,31492588,-1
2050,62324797,-1
1044,1079856,-1
1530,41274868,1
692,67341074,1
1379,16457473,-1
369,47918537,-1
1530,13454757,-1
231,65115939,-1
1728,4160704,-1
1596,50542416,-1
1930,45788778,-1
939,20186532,-1
2068,53186280,-1
136,10204072,-1
1017,56318451,-1
411,74298140,-1
692,12234343,-1
1407,45886353,-1
1201,35205956,-1
1201,34138443,-1
692,46710739,-1
1512,62474116,-1
914,11111133,-1
191,52428435,-1
1596,39502096,-1
1508,67255305,-1
792,39423658,-1
727,62487251,-1
1503,80549500,-1
692,53143687,-1
875,6001979,-1
1503,51278635,-1
1940,18530728,-1
1119,23141649,1
692,24285992,-1
1023,77302611,-1
1415,49614188,-1
748,28029676,-1
748,14981238,-1
1291,34369004,-1
121,71047204,-1
302,27131656,-1
1119,35031713,-1
1407,80661607,-1
1749,10983733,-1
191,41678357,-1
436,64161438,-1
692,907815,-1
1023,67588690,-1
692,30231531,-1
966,34943407,-1
1468,11290544,-1
647,60743410,1
1021,60580293,-1
1714,21916085,-1
1215,62409549,-1
231,63908066,-1
1415,44250374,-1
1468,12996639,-1
1746,6522830,-1
191,21798544,-1
671,50585390,-1
725,77718914,-1
960,50193358,-1
692,3407747,-1
1338,73196313,-1
70,58399387,-1
1599,57929535,-1
1377,77945466,-1
2048,24926744,-1
692,22420507,-1
311,1515683,-1
1842,55188384,-1
411,33433036,-1
1415,42604000,-1
692,15907846,-1
1379,52115281,-1
1605,8355207,-1
727,3286877,-1
692,11575814,-1
1017,1791665,-1
1468,41463271,-1
136,8843019,-1
74,75366431,-1
853,10743806,-1
1950,71306372,-1
1468,59743389,-1
561,59076236,-1
7,81339273,-1
1415,64596187,1
136,35699723,-1
561,69309585,-1
1379,13253207,-1
121,1048900,-1
12,36031722,-1
914,27658820,-1
2050,10481113,-1
1338,73270048,-1
692,36457582,-1
1605,60741113,-1
1119,41779877,-1
173,40069860,-1
692,50556228,-1
1291,38665020,-1
98,33923605,-1
846,13415657,-1
692,32621016,-1
1027,51358645,-1
543,79572771,-1
1291,12866092,1
725,30265226,-1
1605,45665587,-1
1749,78798588,-1
1017,34249039,-1
302,236720,-1
699,54866446,-1
411,63076435,-1
1716,71468909,-1
1449,669566,-1
916,9413493,-1
1827,49743345,-1
916,23685711,-1
692,33358064,-1
692,21711901,1
1468,78021059,-1
692,52745108,-1
302,51189918,-1
1827,80489355,-1
1021,12007061,-1
1468,15335021,-1
404,77059482,-1
613,27900901,-1
561,60268773,-1
1596,19322271,-1
1468,12182956,-1
1728,33510638,1
846,42152014,-1
1468,81201222,-1
692,2530831,-1
562,61537657,-1
1415,67941685,1
561,42480574,-1
1407,49439520,1
70,16295291,-1
692,46571235,-1
136,30391676,-1
727,17311034,-1
914,52699035,-1
1918,38025062,-1
369,11964683,-1
692,16849286,-1
1415,62028992,-1
1375,33048422,-1
1291,16963664,-1
1407,33805635,-1
1871,56188140,-1
692,20968309,-1
2118,10832145,-1
2201,14499336,-1
1407,51039677,-1
231,2240184,-1
914,27939339,-1
516,13610239,-1
1749,65478316,-1
1749,39476840,-1
1671,956432,-1
117,24496750,-1
369,30313222,-1
966,18407342,-1
1291,17115402,-1
1254,39607110,-1
671,30634401,-1
914,13152228,-1
432,16760330,-1
1291,46836960,-1
692,63407172,-1
1566,16986515,-1
12,75794650,-1
914,82526634,-1
692,51642382,-1
1254,24789696,-1
692,75380318,-1
916,31450024,-1
231,79862055,-1
1508,47906036,-1
1377,22756420,-1
1317,54338904,-1
191,47011766,-1
692,13432048,-1
529,25055269,-1
1407,44970547,-1
2169,57915740,-1
1622,62733012,-1
692,46240424,-1
725,20684547,-1
660,78539201,-1
692,42853322,-1
1966,41930727,-1
1119,47821591,-1
1375,74140142,-1
1468,18683330,-1
1107,35785102,-1
411,214876,-1
692,35134869,-1
1407,72466830,-1
1119,34702372,-1
302,61248248,-1
1119,64680262,-1
1918,60943012,-1
846,46650514,-1
1449,60947064,-1
411,31093406,-1
914,51885204,-1
1415,1316161,-1
2031,52664378,-1
136,58002387,-1
2031,53303603,-1
1940,62094423,-1
191,12843672,-1
1827,78390551,-1
792,66932513,-1
1254,37695212,-1
1468,29856572,-1
1566,61582069,1
727,55446293,-1
1407,73807317,-1
2169,67264476,-1
302,32062107,-1
1017,46282217,-1
1468,62161194,-1
2118,80774606,-1
311,54554621,-1
369,48088732,-1
1566,69052408,-1
1503,12922577,-1
613,15092098,-1
1749,79784292,-1
1596,27871618,-1
145,2941608,-1
1377,58715975,-1
1566,64519091,-1
1350,42599426,-1
1716,30299411,-1
1605,17075301,-1
692,72193886,-1
561,53106546,-1
411,52033597,-1
311,69857676,-1
561,51280453,-1
1407,76671198,-1
1566,11244619,-1
231,23057858,-1
846,22986168,-1
1970,8372789,-1
1530,71402786,-1
313,55585436,-1
692,78546239,-1
302,47289458,-1
1119,50667191,-1
389,73189955,-1
519,64882539,-1
1468,81771880,-1
1918,16424890,-1
136,81816698,-1
411,30713752,-1
1918,52394350,-1
1415,31808926,-1
692,34290307,-1
70,12140781,-1
1827,58679908,-1
1377,52797597,-1
231,62881411,-1
1566,37740608,-1
1468,13244083,-1
1842,18147048,-1
1119,70262652,-1
1672,60919866,-1
692,58997870,-1
1277,49800977,-1
846,57151171,-1
173,12724456,-1
1566,73124349,-1
692,32016407,-1
725,2949490,-1
191,14968931,-1
206,52835718,-1
411,74535125,1
12,42481153,-1
1621,58727405,-1
914,37221519,-1
1468,38420455,-1
411,82185220,-1
846,70871888,-1
1566,53508273,-1
411,7014973,-1
389,39904429,-1
914,25500395,-1
2013,14509684,-1
454,39509153,-1
1291,72354257,-1
1991,4474738,-1
1468,14298349,-1
1749,42798963,-1
519,20841400,-1
1918,32957678,-1
286,56656002,-1
977,920479,-1
117,55961566,-1
1605,49470768,-1
1377,68729514,-1
2196,39445990,-1
117,43880332,-1
2112,60253156,-1
561,61413958,-1
1672,53386599,-1
1407,62232820,-1
914,65949039,-1
191,42055030,-1
1291,71158088,-1
692,26209761,-1
1566,5062394,-1
692,26593644,-1
1530,2637851,-1
692,20699968,-1
1377,66244149,-1
117,70216623,-1
1622,58022140,-1
692,48638937,-1
1930,7820191,-1
411,205557,-1
1962,59438555,-1
191,51969455,-1
432,78640964,-1
1119,45152949,1
543,61035997,-1
1468,38712862,-1
191,9424778,-1
561,9880533,-1
692,75892288,-1
692,50824543,-1
951,39114884,-1
692,1606795,-1
1998,49748982,-1
1827,49060506,-1
838,45829077,-1
1377,23670633,-1
660,57254949,-1
1140,23194111,-1
932,70772928,-1
748,39705809,-1
411,692577,-1
1596,52105629,-1
1827,33912587,-1
725,25802432,1
1566,65634829,-1
966,54474173,-1
1119,76996751,-1
7,62570888,-1
1291,48302604,-1
1201,21966019,-1
74,51498852,-1
916,43262022,-1
1254,75071210,-1
1714,61482683,1
1468,69523211,-1
1566,45345586,-1
692,70783752,-1
1566,3951078,-1
70,27951963,-1
1119,52951290,1
2196,72388239,-1
1496,66202823,-1
70,26661138,-1
117,26354363,-1
692,66398631,-1
1716,64861906,-1
2050,61695315,-1
916,61482407,-1
404,55130867,-1
1530,41823618,-1
692,11055588,-1
966,69519440,-1
1950,68881143,-1
561,64714624,1
1605,55939842,-1
471,28224419,-1
2013,74450506,-1
411,19057835,-1
966,29627044,1
727,77324569,1
1918,79849655,-1
1291,51297575,-1
966,42039687,-1
1415,36671165,-1
1566,71865430,-1
2054,21565427,-1
1140,60904539,-1
1596,68996658,-1
1407,35411875,-1
2066,62429410,-1
914,55876457,-1
369,16106642,-1
1507,13718335,-1
1468,12307401,-1
411,34812954,1
2169,13208529,-1
846,24521791,-1
688,72841908,-1
1566,27187771,-1
70,35947743,-1
1950,42509766,-1
2031,20767176,-1
561,46225672,-1
1622,68705250,-1
389,9263942,-1
70,58290525,-1
206,28466916,-1
561,63564621,-1
1119,5118371,-1
369,2584441,1
914,68881388,-1
692,59820227,-1
1918,80231625,-1
1918,75107968,-1
1379,11361523,-1
1044,22720173,-1
1291,12752598,-1
914,64030678,-1
117,48820813,-1
117,82437070,-1
121,55107710,-1
543,72789143,-1
1085,31737460,-1
914,31345477,-1
914,38413817,-1
516,35181011,-1
1119,71548258,-1
191,10946427,-1
1566,59710050,-1
212,8781723,-1
411,42288851,-1
692,1931923,-1
136,35694113,1
471,58387812,-1
411,8957120,-1
1622,58975585,-1
1468,35028553,-1
2054,44537842,-1
2031,54255796,-1
932,57127157,-1
2031,51352407,-1
70,38194526,-1
846,23525227,1
1468,52815713,1
1605,3479762,-1
727,64567240,-1
692,73253224,-1
389,80108231,-1
932,82106335,-1
1044,27079230,-1
389,7907734,-1
70,23438475,-1
2118,35894760,-1
692,9667952,-1
2112,16902154,-1
529,39279684,-1
411,8479868,-1
914,78079861,-1
1201,23618674,-1
1291,38702125,-1
916,55342100,-1
1119,29353081,-1
411,1382388,-1
1291,74422081,-1
1827,22812776,-1
914,23903981,-1
966,39825525,-1
939,52415522,-1
70,9774580,-1
1140,46725434,-1
1530,33147244,-1
1714,71505302,-1
1377,78130311,-1
561,21584840,-1
136,20566414,-1
692,63732717,-1
411,61281573,-1
136,61143556,-1
206,77490393,-1
1407,668875,-1
1119,55309686,-1
1449,33789770,-1
1819,20311483,-1
1119,62912194,-1
561,58390705,-1
692,45948453,-1
1483,49234103,-1
191,20900639,-1
660,43116163,-1
1468,80020405,-1
1566,4958355,-1
411,80433731,-1
692,28046185,-1
1605,56303807,-1
173,36331627,-1
2201,14923191,-1
136,56614276,-1
1749,71288204,-1
692,58016504,-1
1338,80289888,-1
914,9360932,-1
1918,2099093,-1
136,9686417,-1
1508,47478218,-1
692,28472282,-1
692,25565970,-1
411,10529747,-1
1379,19858314,-1
1940,14441364,-1
692,82122288,-1
117,46173280,-1
561,78878429,-1
561,63105849,-1
286,4272415,-1
2031,72627708,-1
173,65159492,-1
1468,73473189,-1
748,66131642,1
1140,57510416,-1
1291,24324974,-1
692,81160207,-1
70,13984653,-1
70,54848745,-1
2031,54913790,-1
1379,20564251,-1
1338,2682162,-1
1379,57304534,-1
1027,76138693,-1
1429,5914470,-1
411,81206275,-1
932,51869256,-1
411,60712486,-1
1017,15652905,-1
432,80685031,1
1566,29346961,-1
7,43806130,-1
966,50687234,-1
561,49052807,-1
302,2493645,-1
191,79825064,-1
1017,62678783,-1
231,77787280,-1
7,45693512,-1
1781,7961565,-1
725,6957329,-1
302,1805574,-1
1728,75071958,-1
975,67491685,-1
2216,59614377,-1
191,29595651,-1
145,18212663,-1
2013,46517316,-1
1415,79252770,-1
1351,2451050,1
1904,82206461,-1
1918,11124484,-1
1596,29728433,-1
1291,5019893,-1
136,19969786,-1
1468,38914758,-1
692,12884212,1
389,35456517,-1
173,4586834,-1
1468,3725925,-1
1970,8195012,-1
1017,25591435,1
692,30902447,-1
1566,73156186,-1
70,20663779,-1
748,31025670,-1
1566,18629226,1
231,53118742,-1
1291,37215334,-1
1468,4846440,-1
1468,8784546,-1
1503,71830796,-1
1407,22839906,-1
1119,6489087,-1
1119,61925816,-1
1827,38178609,-1
519,32813058,-1
1605,68287698,-1
1847,57225312,-1
2118,42002121,-1
1377,50917161,-1
914,24464504,-1
875,71687835,-1
561,25068936,-1
1468,73210840,-1
70,34255375,-1
916,25568782,-1
561,4118413,-1
1119,4495998,-1
543,71264390,-1
411,43845442,-1
1530,49529144,-1
966,59103039,-1
966,45301159,-1
74,70423362,-1
519,13019504,-1
1483,28417811,-1
411,81615730,-1
70,64858004,-1
2154,5689985,-1
1335,73653970,-1
692,66068145,-1
286,16563296,-1
212,60504911,-1
1566,34747360,-1
174,54817984,-1
1819,63091946,-1
1781,47091456,-1
74,33575864,-1
792,38038318,-1
1277,10065346,-1
1119,34075575,-1
1468,58705423,-1
1468,57032544,-1
846,66366342,-1
1119,57144362,-1
2050,50808369,-1
1918,41488039,-1
1605,79079415,-1
1635,3267183,-1
1918,13195473,-1
1781,64544089,-1
432,6987481,-1
1950,36573472,-1
543,35220957,-1
624,35738950,-1
1017,61982894,-1
1379,3837770,-1
2118,52242278,-1
1375,69702024,-1
404,40742638,-1
1918,60688321,-1
1566,82255504,-1
932,58350367,-1
960,4238857,-1
1284,36908043,-1
70,26813284,-1
117,66448622,-1
1970,39260419,-1
1119,2488738,-1
1827,33892036,-1
1962,22238701,-1
1468,42341799,-1
1242,78730864,-1
1119,41456862,-1
1599,45289817,-1
951,63268981,-1
1468,79432466,-1
1119,49600183,-1
411,49420204,-1
1672,55324947,-1
916,51338951,-1
1291,940171,-1
1468,65875897,-1
2118,80538623,-1
1841,46316119,-1
1508,81284052,-1
191,24128859,-1
1202,78459163,-1
692,25701022,-1
471,21424547,-1
561,79937531,-1
561,3280038,-1
70,69615868,-1
1714,67692376,-1
1021,29742514,-1
1871,21626008,-1
1716,74823888,-1
1781,11434885,-1
70,56906298,-1
543,27094479,-1
2044,63244792,-1
1566,35055922,1
1202,12855347,-1
174,55681391,-1
727,65658378,-1
1468,61108561,-1
311,81933448,-1
12,21418101,-1
1377,76854923,1
1566,64754131,-1
1483,8140484,-1
1622,66511471,-1
1508,76947245,-1
1291,12124842,-1
748,58657238,-1
1379,1797346,-1
302,2846998,-1
692,2212981,-1
117,50951623,-1
136,63326300,-1
411,57306695,-1
2031,30993486,-1
1605,30597235,-1
70,6328224,-1
1468,80667929,-1
2031,74444055,-1
1140,68883196,-1
471,25559426,-1
916,13900987,-1
1291,77356616,-1
1379,28486210,-1
1254,62342373,-1
1468,48365368,-1
1375,11655605,-1
411,26960598,-1
191,34294034,-1
1119,19036661,-1
1605,78190108,-1
2118,14169121,-1
2050,63898490,1
1291,36022146,-1
914,21713798,-1
136,14941667,-1
1749,56682531,-1
1596,20201248,-1
1317,47595014,-1
1566,46349392,-1
1291,43826338,-1
411,7622679,-1
748,69679401,-1
846,82180315,-1
1508,80465611,-1
853,23418564,-1
191,41130215,-1
1021,4715872,-1
231,38451378,-1
725,11411390,-1
692,48566830,-1
1827,20483996,-1
411,48702718,-1
1827,6062657,1
1605,74553291,-1
1291,70515247,-1
1468,51735467,-1
792,13974227,-1
561,34313062,-1
1894,27334332,-1
1379,77648476,1
1827,10727105,-1
2054,1733911,-1
1468,38005000,-1
411,26125610,-1
191,35035497,-1
1468,30208786,-1
1918,37635414,-1
1512,22069660,-1
846,36227639,-1
765,25230954,-1
1254,74174246,-1
1503,65245300,1
411,60867951,-1
561,34028598,-1
1716,27519038,-1
914,68374666,-1
1827,82103533,-1
117,36684875,-1
1291,79493729,-1
1672,60743784,-1
1375,76289825,-1
1140,49571315,-1
727,72356336,-1
1950,10395449,-1
70,57830588,1
1415,30588560,-1
121,18379140,-1
389,81838861,-1
117,13231650,-1
692,32316395,-1
1044,74174462,-1
692,46681841,-1
206,15324203,-1
1468,37886137,-1
692,76799403,-1
562,48351936,-1
1171,80211532,-1
727,14805654,-1
206,1558004,-1
1119,75342129,1
205,74587383,-1
1119,31814646,1
1017,49526491,-1
2169,11526222,-1
939,49423167,-1
1291,370325,-1
471,15682473,-1
543,3423436,-1
1291,26561494,-1
1201,73929800,-1
1379,2034803,-1
1415,21435475,-1
1530,17628935,-1
2118,69296767,-1
420,24911335,-1
1950,45948313,-1
1566,69407267,-1
1918,49645671,-1
1962,64264341,-1
2031,14371588,-1
411,36680182,-1
411,53577336,-1
1291,59080525,-1
70,29810613,-1
1119,48873839,-1
1918,42343257,-1
1415,62428855,-1
692,39394116,-1
1415,17210230,-1
136,3550598,-1
624,39033234,-1
411,18654439,-1
1950,46393895,-1
916,46225297,-1
692,5680935,-1
543,1803293,-1
411,17885139,-1
411,34781347,-1
1468,62456505,-1
914,43127246,-1
1021,40848915,1
966,51594772,-1
117,80373070,-1
1415,63847486,-1
765,50917924,-1
1950,5675358,-1
1827,28393829,-1
1566,81511217,-1
1377,63893215,-1
846,2535566,-1
231,23785798,-1
1119,77742450,-1
939,73302280,-1
727,9987664,-1
1503,66912748,-1
1468,4077573,-1
692,15563083,-1
2118,70379286,-1
2013,39597591,-1
2201,61908682,-1
932,8502371,-1
1512,7595405,-1
404,42116007,-1
886,32561372,-1
1407,63385864,-1
1017,44601,-1
1140,4904072,-1
1605,33748775,-1
1415,26335061,-1
411,20632047,-1
1566,58096985,-1
1918,45107671,-1
543,57599023,-1
1749,74436829,-1
117,45053793,-1
1508,48537503,-1
916,75284004,-1
1119,11499742,-1
1749,41715327,-1
1596,54752748,-1
2050,67962117,-1
692,40504852,-1
561,27727595,-1
411,18907566,-1
2118,32600615,-1
173,54593687,-1
1119,60470478,-1
1119,24584233,-1
1950,26229757,-1
2013,16678864,1
2031,20511409,-1
205,3263477,-1
212,31292404,-1
966,29640270,-1
1728,49114259,1
191,47420844,-1
960,48324176,-1
692,45304277,-1
1841,29524945,-1
966,30682021,1
1950,41754378,-1
74,2815610,-1
302,39674053,-1
519,82019257,-1
1749,13854708,-1
692,41427733,-1
1781,23932181,-1
7,81183721,-1
411,5961835,-1
286,38985436,-1
1714,65796259,-1
1716,70384429,-1
1291,56863570,-1
561,55649405,-1
2201,48331947,-1
1140,33435328,-1
1449,38645063,-1
1496,64390075,-1
2031,65664802,-1
792,18480715,1
624,28947483,-1
1496,71827196,-1
1338,76444604,-1
2068,60935595,-1
1605,18365178,-1
699,30966534,-1
914,61733473,-1
692,56103494,-1
1429,7377628,1
206,63618701,-1
70,17097998,1
1819,60279206,1
1962,65335507,-1
966,27625131,-1
1605,33958596,-1
1407,61799502,-1
336,50932244,-1
191,3563737,-1
765,71913721,-1
914,80719047,-1
311,24379106,-1
191,18327602,-1
177,63515131,-1
1749,10802138,-1
1566,49432242,-1
692,14212235,-1
1940,58546294,-1
1119,29589046,-1
411,11659600,-1
561,74970268,-1
136,58109425,-1
70,75808772,-1
1622,16843262,1
2205,53524539,-1
562,72679822,-1
389,34229566,-1
1377,72310393,-1
748,43943956,-1
692,51387272,-1
2196,58095872,-1
692,70928972,-1
2031,63424192,-1
1415,25023399,-1
1530,40190953,-1
1904,51178048,-1
206,9718272,-1
1605,23267665,-1
311,60465430,-1
1291,837551,-1
1182,7166722,-1
1201,32392937,-1
1215,35369072,-1
191,35924592,-1
173,81006384,-1
1119,48067866,-1
18,79896272,-1
2169,73185891,-1
846,17325010,-1
2013,54424080,-1
1379,54668056,-1
1017,61000942,-1
369,66726953,-1
1468,35242354,-1
688,46527112,-1
1085,25259411,-1
916,72112578,-1
1605,57139368,-1
686,74208864,-1
1468,56293692,-1
2013,56753737,-1
1596,80782510,-1
1566,12433782,-1
2050,54494908,-1
916,3015966,-1
173,69570676,-1
1918,77533714,-1
1291,23552312,-1
1291,74571092,-1
692,44160011,-1
1483,4382973,-1
1379,40656183,-1
2118,65794840,-1
404,64220155,-1
191,60019272,-1
2031,41870071,-1
692,25803590,-1
894,12730555,-1
212,68926100,-1
12,4952279,-1
1291,7802081,-1
1918,45783439,-1
1291,5417759,1
914,7025332,-1
117,81761643,1
1940,67473627,-1
389,252532,-1
681,67514972,-1
